site,al,ca,dy,mn,na,k,u,eu,sm,la,ti,lu,nd,co,sc,fe,ce,yb,cs,ta,cr,th,ni,rb,tb,hf,zn,id
"Achaea",75800,48100,4.56,987,8550,16309,2.16,1.1996,5.037,27.5,4870,.388,27.5,27.13,19.05,53400,55.8,2.7,3.4,.892,282.5,11.01,216,73,.733,4.89,98,1
"Achaea",81600,70500,5.09,1280,6040,21249,2.38,1.3697,5.742,31.42,4890,.441,28,35.5,22.3,56700,63.7,2.84,3.3,.96,238.4,11.78,219,98,.88,4.21,123,2
"Achaea",94500,24300,5.82,929,7540,22367,2.68,1.5577,6.529,37.99,5700,.465,34,32.2,24.33,57600,72.3,3.26,5.2,.973,250.4,12.98,224,92,1.005,4.53,164,3
"Achaea",72300,61200,4.99,1111,6930,23672,2.53,1.2623,5.503,30.51,4460,.402,29.7,28.65,19.7,49300,60.3,2.69,7,.827,199.4,10.52,195,148,.843,4.14,101,4
"Achaea",85400,35800,4.33,1092,9240,25629,2.74,1.128,4.677,29.09,5260,.424,26.1,25.86,22.54,44600,55.7,2.9,7,.918,241,11.08,199,125,.786,4.94,107,5
"Achaea",84700,49500,4.56,933,10020,23579,2.61,1.1638,4.984,29.76,5030,.423,27,29.75,22.56,53500,58.9,2.82,6.8,.9,250.4,11.73,208,155,.788,4.53,143,6
"Achaea",85900,66000,4.71,1044,8720,27213,2.31,1.1996,4.967,28.74,4460,.402,27.2,28.6,22.67,52900,59.4,2.59,7.4,.808,266.7,10.93,213,150,.841,3.58,103,7
"Achaea",76100,63300,4.85,766,8160,27213,2.29,1.1728,5.002,274,4470,.403,27.1,30.84,19.07,54700,55,2.69,5.3,.859,252.6,10.6,204,111,.826,4.03,99,8
"Achaea",82600,58300,4.58,973,9040,27959,2.41,1.2981,5.354,30.55,4650,.412,26.8,29.68,23.01,57200,60.9,2.66,6.5,.859,284.6,11.34,241,135,.781,3.94,101,9
"Achaea",82000,49600,4.5,1041,8200,25070,2.14,1.1549,4.754,27.3,5060,.367,25.5,29.68,22.71,56300,55.2,2.44,7.8,.858,298.2,10.52,236,140,.755,3.56,118,10
"Achaea",81000,27500,4.58,639,10260,22274,2.58,1.2175,5.004,30.4,5350,.414,30.3,27.75,21.84,53400,61.2,2.67,5.5,.978,308.5,11.63,198,91,.779,5.03,133,11
"Achaea",82400,42300,4.5,972,11150,23206,2.21,1.2534,5.059,29.28,4900,.345,25.6,27.89,21.48,54000,61.4,2.56,6.8,.894,288.6,10.56,224,150,.689,4.91,124,12
"Achaea",85400,64800,4.86,1000,4330,20596,2.38,1.2892,5.243,30.48,5720,.433,28.1,30.93,26.69,64800,64.2,2.94,2.4,.996,279.8,12.39,237,92,.768,4.14,96,13
"Achaea",86300,30500,4.82,874,7760,21342,2.39,1.2713,5.419,30.25,5420,.422,29.8,29.96,21.99,60500,64.2,2.8,3.8,.96,251.5,12.04,214,96,.859,4.4,135,14
"Achaea",66600,49500,4.76,892,6850,25070,2.7,1.2981,5.23,29,3980,.372,28.9,29.86,18.93,45700,66.2,2.6,6,.843,198.8,10.04,173,151,.77,4.23,88,15
"Achaea",77300,43900,3.92,928,9400,23579,2.13,1.0295,4.453,25.21,5140,.335,24.9,27.81,21.26,54300,55.9,2.43,6.8,.923,249.2,10.39,198,152,.608,4.68,129,16
"Achaea",85600,25400,4.89,598,10010,22833,2.59,1.3339,5.357,30.86,5180,.434,30.2,26.25,21.83,53100,62.7,2.83,5.7,.952,297.9,11.38,187,124,.813,5.37,104,17
"Achaea",88300,27300,5.18,854,7410,29357,2.6,1.2713,5.454,33.6,5150,.434,27.1,28.56,23.08,56000,67.8,3,7.5,.927,252.9,11.77,214,158,.964,4.79,107,18
"Achaea",83800,34100,4.21,927,9870,33178,2.63,1.1012,4.524,29.14,5420,.403,27,37.57,23.68,57000,60,2.65,7.9,.934,276.8,11.08,221,151,.694,4.84,104,19
"Achaea",92200,34100,5.66,977,8480,29450,2.68,1.5219,6.229,35.69,5450,.443,36.1,30.84,24.72,60400,72.2,3.35,7.1,.971,233.3,12.63,183,128,.833,4.43,119,20
"Aegina",59200,129400,4.46,597,6140,18400,3.73,.889,4.01,21.31,3930,.299,20.2,24.1,17.88,42900,44.6,2.34,10.3,.679,507.5,7.41,430,129,.556,3.24,134,21
"Aegina",61700,129900,4.49,635,6070,13900,3.71,.919,4.039,22.96,4000,.345,19.3,22.88,17.94,41300,45.6,2.34,10.6,.683,492.2,7.5,385,117,.591,3.49,132,22
"Aegina",52400,129500,3.86,542,7410,13900,4.72,.755,3.403,17.58,3330,.281,16.9,26.78,17.25,45300,36.9,2.06,7.6,.596,553,5.88,513,93,.476,2.98,108,23
"Aegina",66500,130300,4.27,562,8140,23200,4.7,.849,4.164,23.27,3970,.329,19.7,27.72,18.54,45300,47.6,2.35,10.3,.71,541,7.84,423,116,.584,3.11,122,24
"Aegina",58800,114400,4.39,638,7400,16900,4.91,.784,3.78,20.38,3810,.301,21.9,34.4,18.63,45600,41.2,2.09,8.8,.622,605.6,6.8,566,118,.528,3.35,112,25
"Aegina",86100,86700,4.51,897,6920,26300,2.99,1.176,5.047,30.87,4800,.355,24.4,26.5,20.91,54000,61.5,2.662,8.5,.81,239.9,10.82,199,182,.789,3.75,90,26
"Aegina",87200,129500,4.44,938,14770,13800,2.38,1.201,5.191,31.21,4420,.375,27.9,33.13,22.87,58300,67.1,2.493,14,.837,295.2,11.51,244,109,.85,3.81,144,27
"Aegina",85000,97500,4.64,780,14480,14100,2.3,1.209,5.163,31.01,4570,.37,27.2,28.24,20.15,52100,57.1,2.694,8.4,.82,245.3,10.21,184,143,.695,4.05,130,28
"Aegina",80500,125600,4.67,945,14250,11700,2.37,1.214,5.174,31.28,4490,.359,25.9,33.56,23.01,58000,66.7,2.429,14,.839,295.4,11.86,298,103,.819,3.84,137,29
"Aegina",80500,107200,5.09,980,6480,27900,2.42,1.218,5.218,30.99,4340,.382,23.2,29.06,21.41,56900,64.1,2.653,8.5,.819,241.8,11.25,221,172,.839,3.6,128,30
"Aegina",81300,109400,4.83,957,6930,23300,2.67,1.22,5.282,31.38,4590,.359,28.7,26.59,20.8,55400,62,2.713,8.5,.833,225.1,11.21,180,149,.785,3.87,126,31
"Aegina",84800,110000,4.88,807,7440,25400,2.45,1.226,5.234,32.82,4070,.383,29.6,31.23,22.21,54800,58.7,2.71,8.3,.8,249.2,11.4,229,198,.885,3.45,136,32
"Aegina",79800,130600,4.74,1019,5750,26300,2.51,1.242,5.364,32.06,4010,.374,26.4,27.88,21.68,56100,62.8,2.732,8.3,.798,247.4,11.1,189,131,.792,3.63,116,33
"Aegina",81700,137900,4.62,940,5880,24200,2.54,1.229,5.25,31.43,4110,.35,28.3,30.12,21.38,56500,58.7,2.57,10,.794,258.8,10.64,244,183,.827,3.51,115,34
"Aegina",86800,105100,4.53,861,5110,25200,2.34,1.199,5.177,32.79,4210,.373,27.9,30.82,22.84,59000,61.8,2.644,9.3,.827,250.9,11.5,222,188,.853,3.36,115,35
"Aegina",86400,128700,4.63,852,15960,9600,2.16,1.217,5.203,31.44,4240,.368,24.8,34.42,23.27,57500,60.8,2.609,9.6,.811,291.5,10.7,250,67,.764,3.45,147,36
"Aegina",83600,117300,4.23,901,6190,23500,2.66,1.236,5.382,33,4230,.377,27.9,28.41,21.13,56200,64.3,2.604,8.4,.858,220.1,11.59,197,149,.733,3.82,126,37
"Aegina",87000,82200,4.62,777,5870,24500,2.64,1.227,5.359,32.77,4580,.383,27.1,29.35,22.65,60500,64.9,2.683,10,.845,238,11.77,181,199,.905,3.54,146,38
"Aegina",82900,128500,4.48,1073,6800,27600,2.49,1.165,5.045,30.56,3990,.376,25.7,30.09,21.64,56400,59.7,2.488,9.3,.779,236.4,10.9,231,196,.819,3.17,129,39
"Aegina",84200,99300,4.85,902,7060,24000,2.46,1.192,5.232,30.95,4720,.376,27.9,30.5,22.42,59400,61.8,2.615,9,.832,268.4,11.18,254,199,.836,3.5,119,40
"Aegina",86500,100900,4.89,899,5680,24700,2.42,1.209,5.3,33.04,4590,.383,29.8,30.25,22.59,59600,61.8,2.607,9.3,.846,252,11.46,207,176,.864,3.56,127,41
"Aegina",87600,107100,4.88,902,6090,31700,2.48,1.198,5.231,32.55,4440,.393,29.7,30.48,23.41,59500,63.4,2.646,9.9,.835,255.9,11.47,262,186,.886,3.29,127,42
"Aegina",80900,102800,4.84,1038,7880,31700,2.57,1.151,5.017,30,4570,.383,29,28.61,21.83,57500,60,2.527,9.1,.808,268.4,11.06,240,169,.727,3.38,119,43
"Aegina",85400,112400,4.76,933,5820,22100,2.72,1.23,5.238,31.51,4420,.412,26.4,30.12,20.78,54000,62.7,2.59,9.1,.802,241.7,10.57,214,165,.849,3.61,121,44
"Aegina",52200,195300,3.68,913,5440,15700,2.11,.878,3.801,22.03,2870,.264,19.4,21.8,12.65,32600,41.1,1.92,12,.539,339.7,6.72,158,95,.635,3.25,120,45
"Aegina",65100,201700,4.39,874,4980,21600,2.04,1.133,4.75,26.65,3260,.319,26,31.84,16.43,44600,51.5,2.281,7.6,.669,263.4,8.48,255,107,.743,2.83,100,46
"Aegina",86000,106400,4.3,848,6400,22200,2.474,1.146,5.155,30.84,4220,.359,33.8,30.01,21.52,53500,63.1,2.478,9.65,.809,237.4,10.68,233,184,.774,3.3,100,48
"Aegina",86900,112000,4.64,1001,13930,12000,2.352,1.227,5.235,31.83,4380,.344,34.6,30.93,21.88,55700,65.8,2.576,8.52,.887,235.2,11.39,205,106,.879,3.24,114,49
"Aegina",70400,117100,4.66,859,13080,9500,2.369,1.18,5.245,32.72,4580,.358,30.6,28.69,21.17,51600,64.9,2.619,9.84,.818,229.1,10.95,183,122,.768,3.14,93,50
"Aegina",86300,106000,4.5,807,5170,29300,2.542,1.157,5.199,33.76,4320,.385,29.1,30.83,22.98,56300,64.2,2.619,9.95,.828,237.6,11.24,216,186,.762,3.15,92,51
"Aegina",95000,133800,4.86,942,5850,27300,2.417,1.24,5.39,32.34,3800,.379,30.4,32.88,23.26,58100,65.6,2.604,9.51,.85,263,11.58,235,157,.764,3.61,131,52
"Aegina",90900,116900,4.85,944,5840,28900,2.423,1.248,5.374,32.92,4460,.405,28.9,32.73,23.09,57900,65.7,2.648,9.54,.853,265.8,11.97,262,127,.898,3.54,117,53
"Aegina",89400,121700,4.87,996,4940,24500,2.47,1.235,5.366,33.33,4150,.398,28.6,37.99,23.38,58600,63.2,2.634,10.92,.785,283.9,11.16,262,130,.864,3.09,122,54
"Aegina",86400,111800,4.77,934,7840,23600,2.449,1.233,5.362,33.9,4050,.378,28.7,27.78,21.31,55200,63.3,2.603,7.69,.828,233.6,11.03,252,137,.849,3.53,113,55
"Aegina",87600,112600,4.72,817,6900,26500,2.421,1.191,5.229,33.46,4310,.38,28.1,28.32,22.84,55400,64.4,2.579,9.54,.809,250.2,11.25,217,166,.867,3.53,110,56
"Aegina",79200,119600,4.59,766,5880,27700,2.842,1.184,5.126,33.17,4490,.344,28.2,29.36,20.76,51800,62,2.504,8.12,.753,222.7,10.21,223,157,.819,2.9,102,57
"Aegina",92900,117300,4.72,843,6440,29100,2.574,1.207,5.325,34.33,4180,.352,30.1,31.84,23.38,57700,66.2,2.665,9.89,.817,247.1,11.39,259,178,.772,3.17,120,58
"Aegina",81000,107700,4.8,852,6110,27500,2.412,1.15,5.278,31.65,4400,.391,25.6,30.79,22.44,56800,62.6,2.538,8.91,.805,252.9,10.86,214,175,.836,3.05,98,59
"Asine",91200,87000,4.39,927,3900,29171,2.27,1.2534,4.86,30.8,4250,.4186,27.2,28.8,22.83,55000,62,2.6742,9.34,.837,246,11.57,227,178,.7,3.73,126,92
"Asine",89200,83000,4.37,972,4780,30382,2.37,1.1638,5.04,32,4670,.3795,27.6,28.5,23.28,56900,65.3,2.6954,9.65,.842,242,12.15,214,178,.78,3.74,121,93
"Asine",73800,90000,4.44,935,9690,18173,1.95,1.2623,5.01,27.1,4100,.3615,23.1,23.1,18.62,48100,55.9,2.4628,4.72,.788,199,9.8,174,99,.73,3.92,104,94
"Asine",84300,91000,4.4,853,10260,22926,2.55,1.2534,5.23,32.3,4540,.4355,28.5,30.9,22.29,51800,62.4,2.8645,9.01,.804,253,11.45,222,145,.82,4.24,132,95
"Asine",76500,105000,4.34,934,5700,19478,2.38,1.1728,4.83,29.5,4500,.3921,28.1,29.4,22.36,53500,61.4,2.6636,8.87,.801,253,11.01,217,149,.81,3.8,120,96
"Asine",76300,102000,4.14,967,5540,21435,2.13,1.128,4.98,30.5,4010,.3932,27.8,28.7,20.14,49900,59.7,2.6848,8.1,.771,256,10.08,199,146,.79,3.75,125,97
"Asine",79000,84000,4.55,953,5900,23392,2.19,1.1459,5.07,29.4,4390,.3731,24.5,27.8,20.43,50400,61.6,2.6954,8.02,.809,247,10.32,203,154,.8,3.5,123,98
"Asine",73000,93000,4.28,954,9430,18733,2.12,1.0833,4.9,28.1,4490,.3805,22.5,25.7,18.46,49800,59.4,2.2831,8.15,.812,242,10.07,169,110,.75,4.48,126,99
"Asine",83800,82000,4.35,907,5240,29264,2.21,1.0654,4.55,28.4,4330,.3964,26.7,29.6,23.03,54500,62.4,2.5157,9.35,.81,271,11.34,221,178,.76,3.78,127,100
"Asine",86400,77000,4.32,928,8300,24511,2.46,1.1549,5.03,31.6,4720,.3773,29.4,27.7,21.91,53400,64.5,2.6214,9.26,.825,236,11.71,231,157,.85,4.06,110,101
"Asine",92200,93000,4.68,865,6460,29264,2.68,1.2175,5.51,36.1,4820,.4598,33.5,30.5,23.93,55600,70.2,3.097,10.08,.864,229,11.93,204,164,.86,3.37,127,102
"Asine",87600,111000,4.97,835,12260,11836,2.23,1.3429,5.38,32.5,4060,.4228,28.1,32.6,23.55,58800,65.7,3.023,10.77,.768,272,11.04,234,138,.86,3.41,138,103
"Asine",80000,93000,5.1,992,15840,16775,2.01,1.3339,5.57,30.9,4650,.445,25.9,25.4,21.01,53500,63.8,2.8433,5.5,.889,221,10.7,176,82,.93,4.73,87,104
"Asine",84600,86000,3.91,921,6000,29637,2.35,.9221,4.16,27.1,4630,.4143,25,28.7,22.78,55700,54.9,2.6531,9.79,.869,241,10.44,204,180,.62,3.82,116,105
"Asine",73000,92000,3.89,921,6670,20783,1.96,1.0564,4.53,27.2,4050,.3879,24,25.2,18.76,49600,56.7,3.0442,8,.756,191,9.77,208,128,.71,3.99,119,106
"Asine",75500,87000,5.07,907,17180,12209,2.01,1.513,5.41,29.6,4380,.3974,27.5,23.7,19.99,50500,65.1,2.7165,4.8,.875,195,10.81,168,88,.89,4.4,91,107
"Asine",81200,76000,5.13,940,14290,22926,2.18,1.3787,5.76,32.4,4700,.4334,29.5,24.2,20.71,53000,68.2,2.8011,5.12,.902,195,11.36,166,102,.94,4.18,106,108
"Asine",78800,99000,4.22,897,5630,21715,2.24,1.1101,4.82,30.4,4400,.3837,27.4,28.3,21.33,53300,58.9,2.7165,8.72,.766,248,10.38,215,146,.76,2.96,119,109
"Asine",74500,91000,3.61,721,6240,22088,2.3,1.1459,4.8,29.1,4510,.4006,27.1,26.5,20.87,52300,58.7,2.5791,8.98,.839,226,10.42,208,141,.73,4.1,115,110
"Asine",69000,112000,4.04,824,6820,19758,2.17,1.0027,4.64,28.3,3950,.3509,23.2,28.2,20.33,50600,55.6,2.6002,8.62,.718,309,9.61,204,134,.75,2.92,120,111
"Asine",76500,91000,4.79,897,11960,21808,2.01,1.2981,5.3,28.7,4410,.4249,26.4,22.5,18.8,51200,61.9,2.6531,5.11,.865,178,10.29,189,110,.77,4.19,99,112
"Asine",88700,88000,4.45,874,6350,28611,2.49,1.2086,5.09,32.4,5100,.4207,27.1,28.8,23.01,53600,62.8,2.9173,9.71,.85,232,11.68,224,149,.76,3.53,111,113
"Asine",82500,115000,4.47,1046,11350,12022,2.42,1.2713,5.13,32.4,4620,.3837,27.3,29.8,21.89,53100,63.7,2.8433,9.5,.781,217,11.4,203,91,.63,4.22,126,114
"Asine",91300,83000,4.48,903,5900,30662,2.52,1.2355,5.27,34.5,4780,.3995,30.4,30.2,23.34,54100,66.8,2.7693,9.92,.836,231,12.45,169,170,.76,3.38,131,115
"Asine",84200,92000,4.43,767,8630,30755,2.31,1.1907,5.02,30.9,4710,.4048,28,26,19.78,47100,59.1,2.5368,8.73,.83,227,11.48,186,125,.62,4.3,120,116
"Asine",80200,70000,4.8,595,5060,28332,2.57,1.3787,5.67,34,4630,.4323,33.2,36.4,22.22,46700,65.3,2.8856,13.73,.849,288,10.94,387,137,.86,3.62,114,117
"Asine",49200,99000,3.53,473,9630,11556,1.78,.9758,3.72,19.5,3240,.3076,17,19.21,15.08,38300,41,2.1246,4.72,.589,374,6.44,298,52,.66,3.11,104,118
"Asine",83000,83000,4.12,691,12780,20503,2.75,1.0743,4.43,25,3340,.3773,22.3,23.01,17.82,44400,49.3,2.7271,6.2,.659,429,7.93,335,67,.67,3.49,109,119
"Asine",69800,70000,4.44,927,5940,28891,2.42,1.1996,5.12,33.4,5190,.4069,28.5,27,21.47,52200,60.8,2.7588,19.46,.787,241,10.8,210,210,.79,3.49,113,120
"Asine",84600,87000,4.92,830,3560,31687,2.61,1.316,5.59,34.7,4630,.4207,31.8,35.3,21.13,46400,68.1,2.8856,13.48,.809,202,11.57,257,135,.84,2.95,116,121
"Asine",85100,88000,4.64,912,5470,30941,2.55,1.2981,5.27,32.9,4860,.3974,30.6,26.9,21.71,50600,64.6,2.6108,9.64,.798,221,11.3,200,157,.78,3.4,113,122
"Asine",81600,33000,3.94,758,8000,21062,2.68,1.0743,5.56,27.8,4890,.3499,24.9,32.9,21.24,53300,60.5,2.7059,7.56,.921,356,10.43,321,150,.69,3.86,120,123
"Asine",73200,105000,4.31,950,6310,27866,2.24,1.1907,5.1,30.1,4150,.3943,28.1,27,19.3,48900,60.1,2.8962,7.55,.763,212,10.28,189,162,.77,3.46,112,124
"Asine",82000,79000,4.36,980,5660,22833,2.41,1.2534,5.29,31.7,4900,.4376,30.7,27.3,22.05,52100,63.8,2.9807,8.91,.846,221,12.03,201,183,.77,3.77,92,125
"Asine",91000,64000,4.83,736,3910,33458,2.61,1.2623,5.49,36.1,4860,.445,31.9,30.9,23.09,52800,68.3,3.1182,13.29,.904,237,12.24,234,214,.88,3.64,96,126
"Asine",87700,82000,4.3,890,12980,14632,2.29,1.1817,4.89,30.9,4880,.4143,26.1,30.1,23.43,56500,61.4,2.9385,9.36,.85,256,11.67,194,115,.78,3.3,115,127
"Asine",83900,86000,4.5,942,6720,29730,2.58,1.1996,5.07,31.3,4520,.3699,27.7,31,21.29,51300,61.3,2.8645,9.19,.783,232,10.75,188,159,.86,3.91,100,128
"Asine",87100,93000,4.71,872,7950,21342,2.46,1.2265,5.22,32.6,4410,.3974,30.4,26.6,20.69,52600,61.6,2.8856,7.69,.855,239,10.82,181,208,.82,4.88,116,129
"Asine",88100,99000,4.77,973,4610,24045,2.6,1.2175,5.24,33.4,4540,.3943,30,31.6,23.02,52500,61.9,2.8222,10.21,.776,261,10.73,248,200,.84,3.9,121,130
"Asine",81900,73000,4.48,956,4830,24977,2.41,1.1728,5.1,31.2,4470,.4175,26.5,36,21.28,52400,62.2,2.6108,9.96,.785,305,9.98,337,163,.75,4.17,92,131
"Asine",85900,61000,4.8,588,4730,26841,2.56,1.2713,5.38,32.6,4290,.4376,28.8,41.9,22.4,47300,67.5,2.9913,11.13,.892,328,10.92,419,177,.76,3.8,125,132
"Asine",81100,93000,5.37,1007,15030,24418,2.35,1.4414,6.04,33.8,4610,.4418,32.2,23.7,20.99,53200,69.5,2.9807,4.84,.925,216,11.62,166,154,.99,4.02,110,133
"Asine",72000,64000,4.2,958,10280,25349,1.78,1.0295,4.82,29.7,4180,.3921,25.7,30.1,19.07,50000,58.2,3.0442,5.41,.899,441,9.95,368,147,.76,4.63,103,134
"Asine",63600,72000,4.07,885,9320,12209,1.58,.9848,4.35,25,3970,.3552,24.8,28.1,18.9,43200,47.9,2.2937,22.58,.683,567,7.67,433,124,.62,3.27,99,135
"Asine",63400,56000,3.81,927,10880,20503,1.61,1.0027,4.5,26.1,3710,.3668,25.5,32.9,17.48,48400,54.1,2.3888,4.18,.967,920,8.74,482,108,.78,4.27,107,136
"Asine",79900,97000,4.62,910,12890,22554,2.24,1.2444,5.48,30.9,4370,.3943,31.3,23.6,19.85,50300,64.2,2.7799,4.72,.915,248,11.01,197,143,.87,4.79,81,137
"Asine",99400,27000,5.84,842,10900,32992,2.42,1.4414,6.33,38.2,4820,.4926,37.7,22.4,21.57,51800,79.6,3.2978,8.94,1.045,208,14.35,117,193,.98,4.82,113,138
"Asine",85000,104000,5.02,1116,18560,10345,2.11,1.316,5.86,32.3,4630,.4566,31,27.4,21.96,56200,70.1,2.949,5.63,.926,301,11.74,256,121,.95,4.76,94,139
"Asine",80000,86000,4.36,961,16250,19105,1.81,1.2175,5.12,31.7,4120,.4017,29,33.9,21.09,54300,62.8,2.6002,5.95,.91,408,10.76,381,105,.81,3.92,125,140
"Asine",79300,67000,4.39,867,14170,14352,1.8,1.1549,5.08,29.8,4870,.3752,27.6,33.4,20.58,53000,62.1,2.7165,5.46,.89,467,10.75,435,109,.75,3.62,103,141
"Asine",78000,89000,4.49,881,16980,10718,1.91,1.2175,5.33,31.6,4130,.408,30,31.1,20.69,53200,65,2.7482,5.48,.883,429,10.86,370,99,.9,3.97,99,142
"Athens",91400,57700,5.38,823,4510,26400,3.53,1.026,5.112,32.85,3940,.393,32.2,31.26,22.2,57600,67.1,2.71,39.5,.781,252.3,11.18,227,185,.669,2.98,138,164
"Athens",72900,104500,5.47,926,8310,18100,1.76,1.098,4.963,29.37,3860,.361,27.7,27.34,17.48,46500,59.4,2.71,8.5,.853,443.4,9.64,290,109,.684,4.95,121,182
"Athens",50600,126200,4.65,990,8620,15300,1.08,.78,3.538,17.21,2810,.303,17.9,35.38,15.58,42800,33.7,2.2,7.5,.574,655.5,5.99,493,57,.54,2.97,87,184
"Berbati",91100,93000,4.77,1040,6200,28000,2.35,1.31,5.12,30.7,4330,.425,30.4,28.54,22.03,54700,63.5,2.71,8.87,.866,260,11.25,195,171,.88,3.56,124,194
"Berbati",81600,125000,4.86,1011,5700,23000,2.14,1.39,5.28,32.2,3770,.38,27.2,28.12,19.55,50100,61.6,2.56,7.98,.811,233,10.5,176,148,.64,3.68,113,195
"Berbati",83700,84000,4.65,848,7800,25000,2.36,1.33,5.14,30.8,4630,.4,26.6,23.97,19.08,50000,60.7,2.74,7.26,.851,272,10.59,122,158,.54,4.18,119,196
"Berbati",93400,91000,4.67,924,8400,25000,2.32,1.32,5.34,34,4660,.39,28.1,28.41,22.76,53400,66.7,2.69,9.58,.872,271,11.55,210,184,.71,3.68,130,197
"Berbati",98300,86000,4.57,1015,4400,34000,2.35,1.33,5.12,32.7,4610,.411,26,29.86,23.74,57000,66.2,2.65,9.91,.909,264,11.64,246,246,.68,3.35,128,198
"Berbati",77800,97000,4.39,942,4200,27000,2.23,1.35,5.01,32,4690,.392,26.5,28.33,20.29,49200,58.4,2.55,8.14,.802,237,10.17,208,149,.67,3.82,103,199
"Berbati",65300,103000,4.11,894,5800,22000,2.01,1.21,4.64,26.9,3780,.359,24.6,25.16,16.8,41400,53.2,2.26,6.36,.731,187,9.16,166,124,.66,2.85,99,200
"Berbati",74300,104000,4.4,954,5400,31000,2.24,1.27,4.84,29,3890,.376,25,27.51,19.74,47900,57.2,2.42,7.44,.785,213,10.16,202,142,.73,3.28,120,201
"Berbati",87900,84000,4.78,857,5700,32000,2.35,1.46,5.31,34.9,4630,.427,28.2,27.32,23.3,52000,68.8,2.77,9.8,.93,252,12.09,190,188,.74,3.64,128,202
"Berbati",89800,90000,4.47,990,3600,31000,2.33,1.4,5.19,34.3,4810,.388,29.4,31.79,23.4,56600,63.6,2.61,9.39,.872,272,11.18,249,182,.64,3.13,107,203
"Berbati",56900,144000,3.72,907,5300,23000,1.82,1.18,4.29,24.7,2920,.301,23.3,23.43,14.72,36500,44.5,2.13,5.4,.621,167,8.03,126,123,.66,3.74,110,204
"Berbati",82500,116000,4.65,965,9000,17000,2.34,1.32,5.14,33.2,3580,.394,26.7,30.18,21.52,51700,61.7,2.5,8.47,.85,253,10.57,157,178,.81,4.04,131,205
"Berbati",67800,103000,4.2,776,7800,22000,1.86,1.26,4.56,26,3760,.355,22.2,24.97,16.93,42200,51,2.25,5.68,.757,249,8.65,204,145,.63,3.71,112,206
"Berbati",71600,99000,4.64,1081,6400,24000,2.16,1.4,5.1,30.1,3880,.386,24.2,31.82,18.53,47400,55.1,2.51,7.52,.8,285,9.36,239,167,.72,3.89,122,207
"Berbati",69400,96000,4.05,905,4100,24000,1.94,1.33,4.71,27.6,3380,.337,25.9,31.6,18.97,45500,51.9,2.41,7.16,.737,362,8.5,271,123,.82,3.65,94,208
"Berbati",81600,98000,4.3,1014,5400,29000,2.27,1.3,4.98,30.7,3690,.388,27.9,30.13,21.22,52900,61.7,2.31,8.43,.845,263,10.77,174,185,.88,3.63,132,209
"Berbati",80200,102000,4.56,958,4200,27000,2.32,1.42,5.21,34.1,3940,.401,28.1,32.34,21.47,52300,61.4,2.53,8.76,.822,259,10.81,222,185,.78,3.08,125,210
"Berbati",79900,106000,4.26,830,4800,32000,2.29,1.28,5.06,30.9,4390,.367,25.9,27,21.1,50100,62.4,2.54,10.26,.815,234,10.82,200,184,.72,3.85,110,211
"Berbati",71400,94000,4.22,880,6100,24000,2.06,1.22,4.69,26.9,3750,.342,21,27.67,19.08,45000,57.5,2.42,6.79,.767,243,9.7,201,180,.79,4.24,115,212
"Berbati",85100,73000,4.3,908,5000,31000,2.33,1.31,4.79,29,4530,.391,25.2,29.04,21.99,53800,59.8,2.5,8.85,.87,266,10.75,217,189,.68,3.43,112,213
"Berbati",82700,95000,4.38,1026,5200,33000,2.34,1.28,4.79,30.4,4570,.393,26.6,28.87,22.54,57300,61,2.65,10.18,.884,256,11.46,225,191,.85,4,115,214
"Berbati",85600,96000,4.69,918,3700,29000,2.55,1.53,5.41,33.8,4500,.403,28.3,34.78,22.97,51900,65.1,2.81,10.16,.857,275,11.39,247,172,.86,3.17,131,215
"Berbati",89900,95000,4.6,1071,4400,30000,2.51,1.44,5.22,34.5,4530,.397,31.3,31.08,23.77,60200,66.6,2.86,10.2,.845,275,11.89,216,178,.84,3.45,141,216
"Berbati",82100,105000,4.58,949,8300,25000,2.4,1.41,5.18,32.7,4530,.386,28.1,29.07,21.55,55400,61.8,2.55,9.26,.817,268,10.84,258,163,.74,3.49,129,217
"Berbati",87400,92000,4.65,948,5400,28000,2.46,1.36,5.08,32.8,4610,.373,27.2,29.57,23.63,57800,64,2.66,9.78,.865,267,11.6,225,193,.87,3.98,113,218
"Berbati",85700,89000,4.95,888,8000,28000,2.26,1.53,5.46,34.6,4660,.396,28.1,28.65,22.01,56200,66.5,2.82,8.09,.864,252,11.32,216,163,.86,2.78,120,219
"Berbati",90200,86000,4.58,1060,4700,23000,2.41,1.37,5.18,32.7,5000,.381,28.5,30.87,22.42,57200,63,2.73,9.8,.843,259,11.69,212,173,.84,3.73,128,220
"Berbati",89500,107000,4.52,1030,4300,30000,2.49,1.43,5.19,34,4290,.374,29.4,33.24,22.96,56800,63.9,2.8,9.77,.831,258,11.28,249,189,.83,2.74,127,221
"Berbati",86100,90000,4.82,1019,4200,28000,2.32,1.33,4.97,31.8,4280,.374,28.2,27.39,21.73,56000,62.7,2.66,8.79,.819,224,11.05,241,186,.82,3.2,118,222
"Berbati",95000,80000,4.92,986,9000,24000,2.44,1.45,5.4,35.1,5050,.404,29.4,31.48,23.28,57300,68,2.77,9.78,.862,255,11.87,233,177,.86,3.7,133,223
